223	243
280	75
224	292
249	359
356	258
300	2
266	67
384	177
349	265
307	44
377	209
147	363
195	258
337	85
170	500
300	45
127	497
296	195
295	326
367	406
301	231
296	31
323	62
247	212
218	169
237	258
304	11
235	361
300	3
243	175
303	349
536	414
375	403
415	267
306	339
77	466
311	362
482	463
357	222
333	377
211	294
320	148
257	205
488	345
385	180
383	169
297	206
229	211
313	26
399	515
316	93
262	441
283	103
300	2
284	67
258	170
333	83
412	411
577	507
300	120
264	249
275	83
301	85
18	511
135	485
350	162
158	328
385	208
160	512
226	242
297	165
356	122
453	348
383	269
151	332
189	442
460	415
233	429
374	246
319	80
266	76
325	132
303	467
295	17
255	161
193	205
301	71
306	75
167	453
504	383
457	388
303	23
285	359
307	39
331	281
350	119
195	257
280	105
160	273
270	235
282	73
441	498
276	95
373	431
186	393
349	293
210	318
510	436
282	211
280	80
405	229
304	38
280	137
302	21
90	384
290	329
108	443
251	112
227	514
311	373
385	290
150	432
151	294
345	448
148	325
377	190
360	457
228	301
323	319
298	22
300	54
299	223
200	179
239	251
297	17
351	228
415	214
235	390
347	144
289	151
383	481
503	407
112	332
299	232
434	329
231	461
371	484
302	36
323	122
321	100
375	451
360	203
291	367
244	279
293	22
229	216
403	259
422	278
272	110
297	9
238	154
145	293
220	334
430	378
283	72
318	87
301	57
65	507
480	476
157	250
384	263
333	213
292	381
314	353
315	93
413	203
301	41
499	368
228	434
389	183
289	190
344	90
288	38
300	11
393	425
300	2
465	483
321	469
160	282
296	90
174	365
245	160
317	446
277	434
285	124
308	197
321	73
308	445
316	33
133	426
274	112
442	371
262	147
231	127
387	228
347	102
213	266
203	416
383	223
502	390
314	261
492	340
201	183
444	451
226	178
219	319
193	474
188	313
216	494
418	467
495	386
284	67
311	189
577	508
110	358
330	255
372	147
152	266
459	413
299	6
289	251
235	190
364	246
358	186
326	54
443	263
263	149
258	281
485	423
179	442
252	479
155	358
297	243
41	459
224	254
325	79
308	183
345	93
366	497
302	119
341	95
205	273
329	240
305	206
212	331
300	3
268	228
416	335
300	1
121	338
345	516
245	111
372	164
296	10
424	334
381	490
156	420
529	425
172	515
357	110
345	395
302	281
189	383
335	254
364	243
273	55
218	503
200	410
385	435
285	175
287	177
169	436
330	155
190	216
343	188
299	4
226	386
215	403
235	404
303	13
292	490
345	229
245	217
207	297
120	346
83	478
405	319
158	434
351	109
378	248
269	194
275	494
142	310
413	265
134	317
297	122
287	70
280	49
319	326
266	72
250	206
197	241
193	421
202	485
311	32
293	474
194	468
271	205
341	365
236	490
328	212
237	351
415	296
190	278
292	35
203	328
394	298
341	115
132	410
317	96
108	394
394	339
327	54
158	431
294	19
303	13
274	120
470	383
306	40
476	506
339	210
278	106
517	434
218	157
297	17
194	345
340	98
311	39
264	149
346	101
522	390
273	67
203	431
373	189
375	413
288	76
302	74
382	274
281	459
346	387
216	230
297	57
337	72
362	175
535	426
267	334
322	315
301	515
176	468
295	166
139	370
247	105
218	396
346	132
290	41
236	169
275	322
449	386
349	224
351	98
284	508
296	12
537	512
459	455
342	178
351	251
466	400
221	364
354	97
284	58
186	451
297	8
508	455
294	138
343	297
199	250
394	224
72	462
304	80
450	436
315	145
97	425
382	358
329	506
22	510
478	317
282	180
137	418
374	257
562	502
396	235
216	495
113	351
400	428
263	326
283	85
302	190
300	69
511	463
308	339
442	454
413	201
308	368
316	443
308	15
344	171
280	75
312	43
487	423
88	390
477	384
300	72
225	392
486	415
359	118
289	119
164	475
304	45
215	364
252	92
204	242
301	23
378	138
482	369
322	57
357	284
346	84
312	52
223	159
531	459
212	229
307	117
321	45
143	471
301	358
319	55
281	41
166	360
236	179
356	255
310	89
396	390
368	425
346	179
281	45
331	484
277	360
258	444
195	203
212	277
286	82
336	508
421	211
282	284
286	37
311	145
528	403
296	139
427	262
441	370
241	310
306	22
110	390
132	422
360	143
345	443
212	198
260	86
441	477
297	28
305	147
47	448
265	156
190	205
204	487
150	375
302	7
437	443
504	451
415	473
327	60
310	177
245	428
78	411
286	500
189	505
267	59
258	402
285	187
152	371
563	489
548	451
356	508
307	60
259	186
317	72
229	128
162	273
290	35
292	28
283	430
276	61
265	67
300	1
331	57
319	64
310	357
295	24
226	239
263	192
279	137
477	416
409	261
117	373
266	149
368	123
334	67
253	107
160	483
285	388
307	38
461	288
318	67
346	508
79	460
245	138
277	106
326	311
145	280
227	240
339	448
318	57
425	244
304	183
313	24
156	393
292	186
344	353
357	252
335	74
52	488
301	25
314	73
326	72
202	215
306	280
475	330
195	408
200	175
301	224
361	185
376	162
362	442
76	500
272	69
89	433
122	354
509	447
123	492
119	387
291	61
293	148
166	256
320	59
206	221
38	518
308	148
402	456
148	386
291	410
301	18
281	319
324	399
361	458
90	386
468	487
486	349
311	93
229	261
278	50
258	93
539	423
401	277
246	114
299	26
221	286
264	200
308	70
37	514
391	506
304	46
512	463
307	157
230	284
287	86
366	168
178	314
351	110
314	94
355	154
518	500
384	337
342	94
294	48
300	15
420	282
290	36
303	329
433	284
289	407
334	63
290	67
338	248
364	358
224	388
331	63
312	302
147	498
245	323
168	435
318	479
329	61
325	45
281	58
290	207
216	264
267	274
298	8
350	377
304	52
248	290
324	85
272	278
291	45
309	117
317	64
357	332
308	68
165	313
265	170
355	135
301	5
247	135
400	354
160	416
352	176
306	236
297	60
443	332
324	167
361	187
392	476
498	459
505	440
94	452
315	90
500	403
177	264
298	365
511	503
222	293
277	48
303	233
261	162
322	88
540	439
301	48
344	161
278	99
332	154
423	341
311	178
291	127
358	145
383	168
182	267
258	474
297	202
302	7
349	93
267	190
539	483
78	467
234	241
235	119
86	482
388	244
305	21
473	459
263	280
101	406
235	271
234	150
358	313
557	466
261	98
178	516
340	512
204	168
359	141
295	371
317	153
291	21
331	275
251	341
331	87
287	394
336	307
373	411
295	455
183	278
266	113
468	348
202	410
431	487
232	146
330	247
293	73
293	175
282	42
203	440
318	254
364	137
283	36
321	117
305	216
264	127
294	167
383	299
96	363
396	230
392	306
70	468
185	285
307	67
369	138
213	280
315	143
475	415
353	180
270	66
439	467
283	145
411	405
354	98
297	75
336	382
312	31
279	400
262	158
350	93
377	254
330	327
210	211
313	120
534	509
139	448
132	303
299	426
361	226
504	456
56	446
210	170
284	99
270	377
431	511
291	28
300	41
148	432
300	161
496	387
381	519
318	155
348	255
279	173
432	488
356	107
263	287
342	295
321	460
197	278
490	519
252	384
222	209
264	98
243	313
406	244
301	223
430	334
330	147
290	202
225	293
439	364
116	377
290	131
351	221
299	235
257	343
373	267
374	148
348	254
299	28
129	306
334	233
543	440
260	114
103	379
195	443
361	498
112	334
287	105
293	35
344	93
335	71
490	478
142	439
472	517
254	196
446	469
310	48
228	252
469	334
324	60
300	4
347	348
307	22
339	106
293	435
35	503
322	227
227	184
296	418
350	166
198	447
204	364
298	212
316	98
232	277
282	39
215	355
246	185
334	74
323	77
251	265
206	283
410	371
332	355
444	267
307	43
180	209
291	155
359	225
296	37
147	348
505	406
321	111
219	442
246	109
123	384
272	135
309	33
532	424
309	220
177	234
249	254
451	396
305	507
204	274
539	465
234	330
286	106
159	339
304	25
292	39
285	174
297	45
268	119
438	279
419	248
367	119
444	405
302	468
511	461
323	408
370	171
353	490
260	420
305	15
349	378
345	277
470	415
246	370
320	165
361	140
301	495
425	275
502	465
216	252
389	178
542	511
88	406
327	346
306	29
144	413
302	132
50	439
365	170
301	8
310	352
424	483
137	432
313	248
446	276
312	159
288	216
257	402
287	70
208	167
101	436
247	487
303	15
372	272
124	355
457	366
410	295
55	460
323	265
330	146
403	270
218	352
229	504
249	95
294	177
260	247
370	269
293	31
325	356
473	417
292	168
227	170
231	384
299	261
329	472
138	456
232	242
57	462
229	175
298	257
327	416
215	235
153	439
282	265
226	152
300	14
312	40
259	481
401	218
244	313
185	281
327	182
394	275
271	492
502	455
232	125
279	110
256	339
327	309
218	293
247	168
318	278
454	446
358	205
387	396
281	58
256	296
337	70
339	125
309	370
349	509
178	359
342	116
506	402
461	487
200	424
368	170
288	352
141	457
350	353
338	345
229	519
426	465
300	4
168	422
244	127
263	283
