576	148
349	17
100	369
13	349
535	195
245	276
213	525
450	337
513	591
290	236
21	22
355	160
364	60
134	5
463	10
246	429
490	314
593	572
466	306
138	128
478	194
360	544
311	231
486	137
414	384
568	108
272	365
63	35
8	479
241	402
169	522
576	370
326	544
389	48
425	143
169	141
300	394
320	455
287	414
314	460
126	482
255	526
278	362
142	370
181	13
507	563
515	113
459	579
232	457
421	474
131	309
582	175
285	223
73	91
216	134
73	237
151	19
181	184
91	353
231	584
502	266
456	235
80	292
292	141
460	498
533	284
487	46
175	418
44	333
103	297
126	483
464	81
363	469
340	76
170	46
84	18
577	129
380	80
221	437
414	468
470	590
513	556
70	504
174	236
455	199
94	37
262	426
499	123
56	550
266	431
255	550
586	555
320	31
52	253
397	578
318	234
570	587
318	460
62	359
175	526
200	442
563	308
595	598
70	415
424	383
362	286
279	12
276	0
1	16
235	526
564	510
576	94
364	451
566	98
379	541
351	270
549	170
545	120
242	427
404	195
408	87
320	211
597	508
343	133
518	312
60	567
175	246
439	122
8	187
183	480
87	592
386	216
160	75
324	487
286	382
337	576
356	409
489	572
269	346
23	533
540	219
245	268
25	156
496	482
33	287
412	28
585	411
92	47
342	120
88	395
443	42
243	405
408	552
239	452
372	411
504	300
295	148
266	481
271	478
359	539
461	147
473	112
58	11
328	336
91	334
233	162
462	531
404	371
0	65
280	446
493	122
461	207
251	16
485	242
12	535
207	441
486	331
154	578
168	130
331	86
523	121
515	582
531	293
512	65
344	312
311	128
509	28
386	418
164	395
227	115
596	508
509	423
209	466
371	293
247	174
369	366
82	493
371	525
340	461
253	160
164	225
271	141
15	283
37	504
462	329
473	368
84	376
13	210
290	533
33	340
569	75
477	12
260	334
52	105
551	174
549	111
159	263
455	144
512	445
248	446
85	533
74	325
536	559
538	541
190	432
327	141
165	339
468	587
580	255
281	504
16	500
28	24
295	367
136	359
259	301
351	495
533	388
10	142
106	477
9	508
583	110
489	451
28	548
49	559
184	549
264	468
450	292
72	479
246	181
79	197
532	280
312	183
201	498
109	55
576	463
398	109
369	285
459	450
564	505
449	285
555	588
525	219
409	456
131	1
330	237
273	142
104	185
117	476
183	283
103	277
262	184
116	89
10	311
233	117
361	391
272	304
320	512
290	424
585	598
105	250
333	490
209	181
210	404
42	327
1	171
268	386
295	380
560	103
237	577
367	522
174	304
226	597
364	517
124	527
224	42
560	533
92	106
170	224
103	205
469	135
572	141
169	75
463	56
598	320
62	286
153	524
239	258
282	456
347	278
424	115
431	14
314	38
411	487
59	26
506	265
208	86
284	78
361	52
19	335
33	195
504	596
52	79
65	384
141	452
346	528
593	10
60	160
523	122
470	414
213	439
463	498
303	520
62	490
439	490
502	317
286	474
1	469
467	599
383	271
550	246
211	319
267	127
218	228
32	125
337	74
85	283
523	103
384	562
348	213
49	375
436	158
393	337
315	326
106	80
133	2
66	121
115	38
162	38
6	364
213	154
528	57
8	146
121	449
173	231
266	91
187	368
234	599
525	517
403	483
429	326
16	117
469	57
349	507
586	403
595	550
478	126
295	421
496	480
221	134
178	84
270	455
407	354
275	403
375	129
181	432
160	149
371	236
274	196
511	232
320	130
222	501
486	332
369	51
123	401
116	369
380	213
587	110
450	247
196	366
258	426
69	544
568	249
579	412
47	283
396	394
150	319
66	133
266	377
260	119
564	281
2	542
575	477
77	20
537	365
0	164
539	124
463	336
143	382
131	168
461	413
183	293
530	150
507	107
221	320
122	196
199	428
90	418
7	512
239	269
351	366
580	490
566	218
295	540
235	408
520	292
315	531
262	316
103	219
14	450
133	46
249	464
417	375
552	199
327	59
6	252
544	40
59	467
335	520
73	496
207	332
173	309
339	108
171	172
537	442
110	334
67	302
123	165
300	500
465	244
44	410
511	6
528	541
57	395
9	179
305	407
343	308
174	397
401	66
68	402
228	423
63	195
38	493
557	488
526	456
208	18
266	488
284	151
131	235
203	255
577	391
594	199
463	597
200	402
283	465
395	495
412	142
366	558
80	6
283	44
545	135
137	583
276	546
370	595
334	444
188	554
2	167
290	194
99	243
582	80
163	166
517	546
502	291
487	138
462	598
425	367
571	334
65	254
287	139
429	189
195	134
417	408
9	256
195	157
32	43
588	489
53	36
70	101
181	98
92	380
539	289
387	339
303	311
35	283
46	223
97	483
496	564
181	509
482	573
226	51
128	287
495	171
535	568
82	406
220	343
180	38
221	298
109	85
410	95
380	435
422	420
298	455
8	138
204	366
89	35
388	338
553	396
595	225
323	126
85	287
145	407
240	462
469	573
298	1
190	283
71	520
323	68
108	230
239	403
3	102
553	245
91	124
166	135
170	264
29	137
66	188
39	508
54	31
50	247
568	203
353	85
496	232
505	531
211	11
225	197
149	458
271	288
156	334
507	2
155	475
163	342
319	451
443	547
66	366
182	116
17	102
277	218
476	591
275	598
418	572
371	363
327	460
78	175
339	428
61	522
247	102
127	576
558	222
575	265
134	373
494	423
459	303
224	295
14	519
69	392
327	203
391	585
76	146
491	303
140	305
454	148
68	549
341	387
5	178
529	552
369	594
301	525
128	386
285	598
339	214
173	262
596	149
19	323
376	103
258	252
106	395
396	106
318	36
187	36
22	475
316	109
124	145
160	209
405	43
0	517
262	424
181	443
598	590
490	237
432	352
598	153
499	36
33	234
479	328
555	343
231	109
27	221
21	460
59	392
270	221
302	366
108	55
338	188
146	177
560	539
383	311
36	162
162	441
67	487
30	341
161	399
178	548
189	242
280	25
137	133
559	110
201	511
528	441
471	237
10	484
505	161
26	258
424	468
306	301
421	76
428	533
186	545
564	387
131	506
296	163
135	597
508	376
199	67
54	185
409	137
187	201
521	259
108	100
309	131
184	134
228	367
479	350
442	457
305	319
18	239
145	367
273	19
249	56
58	229
99	83
540	212
17	501
452	549
233	58
448	306
97	550
410	363
315	403
61	281
181	468
319	503
15	423
466	252
394	193
344	563
554	36
187	284
207	4
535	595
86	463
13	341
135	82
588	219
51	40
446	264
67	157
452	420
512	193
63	403
18	281
213	160
279	463
211	178
155	385
325	161
366	47
183	58
591	486
487	413
571	505
234	144
521	80
143	212
597	433
572	133
591	146
75	39
519	40
8	348
24	25
10	355
158	222
91	50
317	29
190	404
119	195
580	5
282	151
195	2
468	209
260	13
291	289
231	382
358	108
469	38
457	424
586	421
193	233
109	339
205	533
437	572
140	593
370	404
241	263
324	313
240	23
44	64
276	282
486	368
358	309
415	539
164	554
25	147
396	451
320	81
315	72
480	504
366	416
405	72
164	35
119	375
238	214
544	402
444	496
467	73
542	121
82	560
339	547
348	361
385	208
545	423
154	347
203	142
440	227
564	438
485	57
198	487
489	482
187	206
136	304
433	125
439	196
169	176
443	310
261	436
263	397
452	170
432	521
155	233
414	205
137	394
321	259
7	253
165	488
82	456
292	62
246	48
47	384
457	392
529	424
586	294
127	133
412	509
448	448
419	349
165	261
529	383
76	158
397	524
495	155
481	374
588	454
206	118
457	395
230	547
423	117
230	68
7	524
6	85
61	298
318	246
224	12
511	546
386	574
404	114
211	479
99	257
188	428
219	291
418	480
107	126
498	233
341	451
219	390
61	126
300	308
522	256
459	296
304	30
407	343
368	170
259	377
5	199
112	43
387	99
293	140
101	357
166	216
579	509
310	416
543	83
538	530
346	511
539	380
432	208
279	180
29	216
517	571
554	212
532	9
56	66
439	418
216	11
398	541
316	255
364	285
278	224
17	408
379	295
459	588
115	203
350	338
31	56
261	51
575	323
283	376
56	556
195	366
335	516
520	405
133	342
434	545
582	570
542	305
263	244
560	517
508	339
456	549
451	582
134	493
528	289
595	124
334	173
21	596
335	589
79	284
0	596
363	272
28	205
421	354
228	410
589	274
303	486
328	425
476	22
180	67
441	81
190	211
238	201
10	192
251	554
246	429
395	175
60	599
100	276
370	55
444	221
575	583
562	526
204	386
469	76
12	307
189	424
505	407
204	340
197	135
73	70
491	182
137	337
408	545
194	251
216	308
365	18
225	305
167	175
302	43
181	124
257	345
241	425
89	245
165	194
147	60
19	293
176	193
550	216
11	370
569	391
221	380
10	427
199	123
307	222
467	425
429	562
392	95
192	385
496	105
444	247
583	332
365	108
482	147
519	543
154	271
86	412
396	125
319	317
462	297
465	422
167	448
402	82
332	475
231	132
339	511
52	192
134	577
244	183
165	488
590	513
312	59
380	517
136	561
201	388
585	175
422	164
271	371
169	72
129	376
330	397
166	475
19	95
394	305
44	249
429	411
441	276
1	266
400	215
263	317
258	84
508	90
278	172
213	560
308	400
180	338
69	344
149	584
292	513
146	496
385	399
430	362
194	299
34	96
566	21
11	100
504	562
436	540
508	504
253	129
553	327
464	414
347	330
203	547
100	459
431	528
182	324
404	271
23	505
383	506
330	532
33	356
550	456
485	228
189	279
533	43
595	111
74	383
161	215
470	344
101	351
343	327
208	149
475	279
235	100
331	363
439	575
309	63
344	276
338	163
341	139
536	202
110	221
509	161
26	362
521	258
340	322
278	552
130	573
383	485
426	511
466	264
521	59
571	18
530	336
431	239
519	57
282	169
598	157
53	160
323	319
375	175
238	465
487	40
33	201
395	575
177	166
464	291
342	75
559	57
144	305
0	571
192	316
270	454
480	236
199	41
224	275
206	177
134	70
6	457
241	125
37	543
506	580
370	410
368	108
269	15
495	468
178	139
339	40
298	227
327	156
310	271
4	418
584	389
528	575
480	553
13	212
295	178
211	599
460	552
364	154
281	426
233	83
369	228
70	147
480	437
230	547
511	214
276	359
178	318
512	86
200	163
587	330
214	244
351	186
401	170
397	23
358	452
44	116
295	337
475	198
133	567
459	219
221	187
220	295
96	154
3	121
266	164
196	84
151	536
426	209
557	442
512	234
554	362
387	554
483	158
502	80
293	231
25	497
132	41
367	573
214	51
67	322
587	143
47	277
260	428
264	296
332	198
233	429
311	143
2	360
582	415
540	370
260	431
500	186
417	516
250	262
560	446
102	135
54	560
398	514
210	130
365	419
44	97
59	461
491	337
317	356
110	521
257	91
350	36
321	344
303	64
353	317
186	375
342	275
32	163
462	551
21	247
134	446
166	112
563	229
184	194
376	144
175	311
529	556
263	570
442	569
195	298
208	247
536	546
89	577
388	317
170	431
433	62
381	341
280	286
581	377
259	327
568	450
596	61
15	188
515	589
213	56
112	61
362	343
157	258
67	175
455	73
39	159
137	157
120	460
149	335
76	590
536	140
408	557
233	368
8	333
582	152
109	160
506	357
243	538
15	524
430	480
436	203
257	466
259	446
562	512
354	519
181	88
339	164
595	229
506	99
591	163
107	136
46	527
166	535
288	28
288	292
471	296
87	271
331	181
233	318
119	451
298	115
396	298
400	253
263	453
516	146
442	59
424	449
188	48
343	253
253	304
326	6
323	507
493	34
194	155
233	481
211	42
33	158
412	457
419	401
192	123
507	513
42	481
239	223
291	406
10	301
118	514
75	198
53	164
217	415
522	521
517	267
419	65
492	188
50	432
128	157
392	2
386	101
470	224
286	77
344	511
50	219
358	287
180	335
160	377
200	58
374	58
539	495
449	324
398	402
114	492
522	229
76	582
133	417
320	508
271	545
486	382
172	457
154	219
413	462
314	589
133	416
27	67
